namevariant,preflabel,coords,wikidata,atlasofmutualheritage
"fort Nossa Senhora da Conceicao","Nossa Senhora da Conceicao, fort","Point(-7.80872 -34.8584)",http://www.wikidata.org/entity/Q104534200,https://www.atlasofmutualheritage.nl/en/Nossa-Senhora-da-Conceicao-fort.278c
"fort N. S. da Conceicao","Nossa Senhora da Conceicao, fort","Point(-7.80872 -34.8584)",http://www.wikidata.org/entity/Q104534200,https://www.atlasofmutualheritage.nl/en/Nossa-Senhora-da-Conceicao-fort.278c
"fort Schoppestad","Nossa Senhora da Conceicao, fort","Point(-7.80872 -34.8584)",http://www.wikidata.org/entity/Q104534200,https://www.atlasofmutualheritage.nl/en/Nossa-Senhora-da-Conceicao-fort.278c
"Huijs ter Hooge","Huijs ter Hooge",,,
"Huis ter Hooge","Huijs ter Hooge",,,
"oude fort Tent Bay","Tent Bay, oude fort","Point(17.6167 -63.25)",http://www.wikidata.org/entity/Q104534201,https://www.atlasofmutualheritage.nl/en/Tent-Bay-oude-fort.280c
"fort (Kaap de Goede Hoop) Amsterdam","Amsterdam, fort (Kaap de Goede Hoop)",,,
"fort Madasera","Madasera, fort",,,
"fort de Knok","Knok, fort de","Point(-33.9256 18.4486)",http://www.wikidata.org/entity/Q104534203,https://www.atlasofmutualheritage.nl/en/Knok-fort-de.283c
"fort Knokke","Knok, fort de","Point(-33.9256 18.4486)",http://www.wikidata.org/entity/Q104534203,https://www.atlasofmutualheritage.nl/en/Knok-fort-de.283c
"fort Sterrenschans","Sterrenschans, fort (Batavia)","Point(-6.14252 106.79)",http://www.wikidata.org/entity/Q104534204,https://www.atlasofmutualheritage.nl/en/Sterrenschans-fort-(Batavia).284c
"fort Carganto","Carganto, fort","Point(-5.55549 120.186)",http://www.wikidata.org/entity/Q104534206,https://www.atlasofmutualheritage.nl/en/Carganto-fort.285c
"fort Batenburg","Batenburg, fort","Point(-6.14263 106.814)",http://www.wikidata.org/entity/Q104534207,https://www.atlasofmutualheritage.nl/en/Batenburg-fort.286c
"fort Grietenburg","Batenburg, fort","Point(-6.14263 106.814)",http://www.wikidata.org/entity/Q104534207,https://www.atlasofmutualheritage.nl/en/Batenburg-fort.286c
"fort Waterplaats","Batenburg, fort","Point(-6.14263 106.814)",http://www.wikidata.org/entity/Q104534207,https://www.atlasofmutualheritage.nl/en/Batenburg-fort.286c
"redoute Zeeburg","Zeeburg, redoute (Taiwan)","Point(23.0204 120.135)",http://www.wikidata.org/entity/Q104534208,https://www.atlasofmutualheritage.nl/en/Zeeburg-redoubt-(Taiwan).287c
"fort Arraial do Bom Jesus","Arraial do Bom Jesus, fort","Point(-8.05639 -34.9308)",http://www.wikidata.org/entity/Q104534209,https://www.atlasofmutualheritage.nl/en/Arraial-do-Bom-Jesus-fort.290c
"fort Real do Bom Jesus","Arraial do Bom Jesus, fort","Point(-8.05639 -34.9308)",http://www.wikidata.org/entity/Q104534209,https://www.atlasofmutualheritage.nl/en/Arraial-do-Bom-Jesus-fort.290c
"fort Sint George","Sint George, fort",,,
"fort Waterkasteel","Waterkasteel, fort (Recife)","Point(-8.04705 -34.859)",http://www.wikidata.org/entity/Q104534210,https://www.atlasofmutualheritage.nl/en/Waterkasteel-fort-(Recife).292c
"fort Recife Zeekasteel","Waterkasteel, fort (Recife)","Point(-8.04705 -34.859)",http://www.wikidata.org/entity/Q104534210,https://www.atlasofmutualheritage.nl/en/Waterkasteel-fort-(Recife).292c
"fort Recife Sea Castle","Waterkasteel, fort (Recife)","Point(-8.04705 -34.859)",http://www.wikidata.org/entity/Q104534210,https://www.atlasofmutualheritage.nl/en/Waterkasteel-fort-(Recife).292c
"fort Recife Water Castle","Waterkasteel, fort (Recife)","Point(-8.04705 -34.859)",http://www.wikidata.org/entity/Q104534210,https://www.atlasofmutualheritage.nl/en/Waterkasteel-fort-(Recife).292c
"Recife Forte do Mar","Waterkasteel, fort (Recife)","Point(-8.04705 -34.859)",http://www.wikidata.org/entity/Q104534210,https://www.atlasofmutualheritage.nl/en/Waterkasteel-fort-(Recife).292c
"Recife Forte de Picão","Waterkasteel, fort (Recife)","Point(-8.04705 -34.859)",http://www.wikidata.org/entity/Q104534210,https://www.atlasofmutualheritage.nl/en/Waterkasteel-fort-(Recife).292c
"fort Kyk Overal","Kyk Overal, fort","Point(6.43532 -58.6144)",http://www.wikidata.org/entity/Q2926371,https://www.atlasofmutualheritage.nl/en/Kyk-Overal-fort.294c
"fort Ter Hooge","Kyk Overal, fort","Point(6.43532 -58.6144)",http://www.wikidata.org/entity/Q2926371,https://www.atlasofmutualheritage.nl/en/Kyk-Overal-fort.294c
"redoute Leyden","Leyden, redoute (Suriname)","Point(5.93166 -55.1303)",http://www.wikidata.org/entity/Q104534211,https://www.atlasofmutualheritage.nl/en/Leyden-redoute-(Suriname).295c
"redoute Leyde","Leyden, redoute (Suriname)","Point(5.93166 -55.1303)",http://www.wikidata.org/entity/Q104534211,https://www.atlasofmutualheritage.nl/en/Leyden-redoute-(Suriname).295c
"redoute Purmerend","Purmerend, redoute (Paramaribo)","Point(5.87772 -55.1082)",http://www.wikidata.org/entity/Q104534212,https://www.atlasofmutualheritage.nl/en/Purmerend-redoute-(Paramaribo).296c
"Groote Tanjong","Groote Tanjong",,,
"Juffrouw de Bruyn","Juffrouw de Bruyn","Point(-8.04152 -34.8669)",http://www.wikidata.org/entity/Q104534213,https://www.atlasofmutualheritage.nl/en/Juffrouw-Bruyn.299c
"fort Anthonio","Anthonio, fort (Taiwan)","Point(25.1754 121.433)",http://www.wikidata.org/entity/Q104534214,https://www.atlasofmutualheritage.nl/en/Anthonio-fort-(Taiwan).300c
"fort Antonio","Anthonio, fort (Taiwan)","Point(25.1754 121.433)",http://www.wikidata.org/entity/Q104534214,https://www.atlasofmutualheritage.nl/en/Anthonio-fort-(Taiwan).300c
"fort Anthonie","Anthonio, fort (Taiwan)","Point(25.1754 121.433)",http://www.wikidata.org/entity/Q104534214,https://www.atlasofmutualheritage.nl/en/Anthonio-fort-(Taiwan).300c
"fort San Domingo","Anthonio, fort (Taiwan)","Point(25.1754 121.433)",http://www.wikidata.org/entity/Q104534214,https://www.atlasofmutualheritage.nl/en/Anthonio-fort-(Taiwan).300c
"redoute Utrecht","Utrecht, redoute (Formosa)","Point(22.9991 120.16)",http://www.wikidata.org/entity/Q104534215,https://www.atlasofmutualheritage.nl/en/Utrecht-redoute-(Formosa).301c
"fort Padjajaram","Padjajaram, fort",,,
"fort Monte Calvário","Monte Calvário, fort",,,
"fort Nassauw","Nassauw, fort (Gorontalo)",,,
"fort zonder naam Marbongh","Marbongh, fort zonder naam",,,
"fort Mariecque","Mariecque, fort","Point(0.669048 127.367)",http://www.wikidata.org/entity/Q104534216,https://www.atlasofmutualheritage.nl/en/Mariecque-fort.306c
"fort Marieko","Mariecque, fort","Point(0.669048 127.367)",http://www.wikidata.org/entity/Q104534216,https://www.atlasofmutualheritage.nl/en/Mariecque-fort.306c
"fort Mareku","Mariecque, fort","Point(0.669048 127.367)",http://www.wikidata.org/entity/Q104534216,https://www.atlasofmutualheritage.nl/en/Mariecque-fort.306c
"fort Mareko","Mariecque, fort","Point(0.669048 127.367)",http://www.wikidata.org/entity/Q104534216,https://www.atlasofmutualheritage.nl/en/Mariecque-fort.306c
"Marieco del Grande","Mariecque, fort","Point(0.669048 127.367)",http://www.wikidata.org/entity/Q104534216,https://www.atlasofmutualheritage.nl/en/Mariecque-fort.306c
"fort Mereku","Mariecque, fort","Point(0.669048 127.367)",http://www.wikidata.org/entity/Q104534216,https://www.atlasofmutualheritage.nl/en/Mariecque-fort.306c
"post Brandwagt","Brandwagt, post (Motkreek)","Point(5.9814 -54.722)",http://www.wikidata.org/entity/Q104534217,https://www.atlasofmutualheritage.nl/en/Brandwagt-post-(Mot-Creek).307c
"post Brandwacht","Brandwagt, post (Motkreek)","Point(5.9814 -54.722)",http://www.wikidata.org/entity/Q104534217,https://www.atlasofmutualheritage.nl/en/Brandwagt-post-(Mot-Creek).307c
"batterij aan Motkreek","Brandwagt, post (Motkreek)","Point(5.9814 -54.722)",http://www.wikidata.org/entity/Q104534217,https://www.atlasofmutualheritage.nl/en/Brandwagt-post-(Mot-Creek).307c
"fort Zoutman","Zoutman, fort","Point(12.5178 -70.0357)",http://www.wikidata.org/entity/Q610796,https://www.atlasofmutualheritage.nl/en/Zoutman-fort.309c
"fort Kostverlooren","Kostverlooren, fort",,,
"Redoute aan 't Noordgat","Kostverlooren, fort",,,
"fort zonder naam Naos eiland","Naos eiland, fort zonder naam",,,
"fort Kijck in de pot","Kijck in de pot, fort (Solor)",,,
Accra,Accra,"Point(5.55778 -0.202778)",http://www.wikidata.org/entity/Q3761,https://www.atlasofmutualheritage.nl/en/Accra.313p
Acra,Accra,"Point(5.55778 -0.202778)",http://www.wikidata.org/entity/Q3761,https://www.atlasofmutualheritage.nl/en/Accra.313p
Acara,Accra,"Point(5.55778 -0.202778)",http://www.wikidata.org/entity/Q3761,https://www.atlasofmutualheritage.nl/en/Accra.313p
Akra,Accra,"Point(5.55778 -0.202778)",http://www.wikidata.org/entity/Q3761,https://www.atlasofmutualheritage.nl/en/Accra.313p
Acraa,Accra,"Point(5.55778 -0.202778)",http://www.wikidata.org/entity/Q3761,https://www.atlasofmutualheritage.nl/en/Accra.313p
Accara,Accra,"Point(5.55778 -0.202778)",http://www.wikidata.org/entity/Q3761,https://www.atlasofmutualheritage.nl/en/Accra.313p
Craa,Accra,"Point(5.55778 -0.202778)",http://www.wikidata.org/entity/Q3761,https://www.atlasofmutualheritage.nl/en/Accra.313p
Aden,Aden,"Point(12.8018 45.0343)",http://www.wikidata.org/entity/Q131694,https://www.atlasofmutualheritage.nl/en/Aden.314p
Aden,Aden,"Point(12.8018 45.0343)",http://www.wikidata.org/entity/Q131694,https://www.atlasofmutualheritage.nl/en/Aden.314p
Ahmadabad,Ahmadabad,"Point(23.0488 72.5838)",http://www.wikidata.org/entity/Q1070,https://www.atlasofmutualheritage.nl/en/Ahmadabad.315p
"Amed Abaad",Ahmadabad,"Point(23.0488 72.5838)",http://www.wikidata.org/entity/Q1070,https://www.atlasofmutualheritage.nl/en/Ahmadabad.315p
Amedabaad,Ahmadabad,"Point(23.0488 72.5838)",http://www.wikidata.org/entity/Q1070,https://www.atlasofmutualheritage.nl/en/Ahmadabad.315p
Amedabaath,Ahmadabad,"Point(23.0488 72.5838)",http://www.wikidata.org/entity/Q1070,https://www.atlasofmutualheritage.nl/en/Ahmadabad.315p
Amadabatah,Ahmadabad,"Point(23.0488 72.5838)",http://www.wikidata.org/entity/Q1070,https://www.atlasofmutualheritage.nl/en/Ahmadabad.315p
Amadabat,Ahmadabad,"Point(23.0488 72.5838)",http://www.wikidata.org/entity/Q1070,https://www.atlasofmutualheritage.nl/en/Ahmadabad.315p
Ambon,Ambon,"Point(-3.70667 128.165)",http://www.wikidata.org/entity/Q18970,https://www.atlasofmutualheritage.nl/en/Ambon.316p
Amboina,Ambon,"Point(-3.70667 128.165)",http://www.wikidata.org/entity/Q18970,https://www.atlasofmutualheritage.nl/en/Ambon.316p
Ambon,Ambon,"Point(-3.70667 128.165)",http://www.wikidata.org/entity/Q18970,https://www.atlasofmutualheritage.nl/en/Ambon.316p
Banten,Banten,"Point(-6.02738 106.194)",http://www.wikidata.org/entity/Q2086056,https://www.atlasofmutualheritage.nl/en/Banten.317p
Bantam,Banten,"Point(-6.02738 106.194)",http://www.wikidata.org/entity/Q2086056,https://www.atlasofmutualheritage.nl/en/Banten.317p
Bantham,Banten,"Point(-6.02738 106.194)",http://www.wikidata.org/entity/Q2086056,https://www.atlasofmutualheritage.nl/en/Banten.317p
Banten,Banten,"Point(-6.02738 106.194)",http://www.wikidata.org/entity/Q2086056,https://www.atlasofmutualheritage.nl/en/Banten.317p
Sourousouangh,Banten,"Point(-6.02738 106.194)",http://www.wikidata.org/entity/Q2086056,https://www.atlasofmutualheritage.nl/en/Banten.317p
Soeroesowan,Banten,"Point(-6.02738 106.194)",http://www.wikidata.org/entity/Q2086056,https://www.atlasofmutualheritage.nl/en/Banten.317p
Calicut,Calicut,"Point(11.258 75.7772)",http://www.wikidata.org/entity/Q28729,https://www.atlasofmutualheritage.nl/en/Calicut.318p
Caliacatta,Calicut,"Point(11.258 75.7772)",http://www.wikidata.org/entity/Q28729,https://www.atlasofmutualheritage.nl/en/Calicut.318p
Calicatto,Calicut,"Point(11.258 75.7772)",http://www.wikidata.org/entity/Q28729,https://www.atlasofmutualheritage.nl/en/Calicut.318p
"Calij Catta",Calicut,"Point(11.258 75.7772)",http://www.wikidata.org/entity/Q28729,https://www.atlasofmutualheritage.nl/en/Calicut.318p
Calecuth,Calicut,"Point(11.258 75.7772)",http://www.wikidata.org/entity/Q28729,https://www.atlasofmutualheritage.nl/en/Calicut.318p
Calechut,Calicut,"Point(11.258 75.7772)",http://www.wikidata.org/entity/Q28729,https://www.atlasofmutualheritage.nl/en/Calicut.318p
Calicata,Calicut,"Point(11.258 75.7772)",http://www.wikidata.org/entity/Q28729,https://www.atlasofmutualheritage.nl/en/Calicut.318p
Cannanore,Cannanore,"Point(11.8783 75.3736)",http://www.wikidata.org/entity/Q33428416,https://www.atlasofmutualheritage.nl/en/Cannanore.319p
Cananoor,Cannanore,"Point(11.8783 75.3736)",http://www.wikidata.org/entity/Q33428416,https://www.atlasofmutualheritage.nl/en/Cannanore.319p
Cananor,Cannanore,"Point(11.8783 75.3736)",http://www.wikidata.org/entity/Q33428416,https://www.atlasofmutualheritage.nl/en/Cannanore.319p
Cannanoor,Cannanore,"Point(11.8783 75.3736)",http://www.wikidata.org/entity/Q33428416,https://www.atlasofmutualheritage.nl/en/Cannanore.319p
Canonor,Cannanore,"Point(11.8783 75.3736)",http://www.wikidata.org/entity/Q33428416,https://www.atlasofmutualheritage.nl/en/Cannanore.319p
"Cape Town","Cape Town","Point(-33.9256 18.4235)",http://www.wikidata.org/entity/Q5465,https://www.atlasofmutualheritage.nl/en/Cape-Town.320p
"Cabo de Goede Hoop","Cape Town","Point(-33.9256 18.4235)",http://www.wikidata.org/entity/Q5465,https://www.atlasofmutualheritage.nl/en/Cape-Town.320p
"Caap de Goede Hoop","Cape Town","Point(-33.9256 18.4235)",http://www.wikidata.org/entity/Q5465,https://www.atlasofmutualheritage.nl/en/Cape-Town.320p
Caap,"Cape Town","Point(-33.9256 18.4235)",http://www.wikidata.org/entity/Q5465,https://www.atlasofmutualheritage.nl/en/Cape-Town.320p
"Cabo de Gude Hoop","Cape Town","Point(-33.9256 18.4235)",http://www.wikidata.org/entity/Q5465,https://www.atlasofmutualheritage.nl/en/Cape-Town.320p
"Caap de Bonn Esperance","Cape Town","Point(-33.9256 18.4235)",http://www.wikidata.org/entity/Q5465,https://www.atlasofmutualheritage.nl/en/Cape-Town.320p
"Kaap de Goede Hoop","Cape Town","Point(-33.9256 18.4235)",http://www.wikidata.org/entity/Q5465,https://www.atlasofmutualheritage.nl/en/Cape-Town.320p
Kaapstad,"Cape Town","Point(-33.9256 18.4235)",http://www.wikidata.org/entity/Q5465,https://www.atlasofmutualheritage.nl/en/Cape-Town.320p
Chunchura,Chunchura,"Point(22.89 88.4016)",http://www.wikidata.org/entity/Q60616516,https://www.atlasofmutualheritage.nl/en/Chunchura.321p
Tjutjura,Chunchura,"Point(22.89 88.4016)",http://www.wikidata.org/entity/Q60616516,https://www.atlasofmutualheritage.nl/en/Chunchura.321p
Sjunsora,Chunchura,"Point(22.89 88.4016)",http://www.wikidata.org/entity/Q60616516,https://www.atlasofmutualheritage.nl/en/Chunchura.321p
Tsunsiora,Chunchura,"Point(22.89 88.4016)",http://www.wikidata.org/entity/Q60616516,https://www.atlasofmutualheritage.nl/en/Chunchura.321p
Sintsura,Chunchura,"Point(22.89 88.4016)",http://www.wikidata.org/entity/Q60616516,https://www.atlasofmutualheritage.nl/en/Chunchura.321p
Cochin,Cochin,"Point(9.93943 76.2588)",http://www.wikidata.org/entity/Q1800,https://www.atlasofmutualheritage.nl/en/Cochin.322p
Cochim,Cochin,"Point(9.93943 76.2588)",http://www.wikidata.org/entity/Q1800,https://www.atlasofmutualheritage.nl/en/Cochin.322p
Cochin,Cochin,"Point(9.93943 76.2588)",http://www.wikidata.org/entity/Q1800,https://www.atlasofmutualheritage.nl/en/Cochin.322p
Kochin,Cochin,"Point(9.93943 76.2588)",http://www.wikidata.org/entity/Q1800,https://www.atlasofmutualheritage.nl/en/Cochin.322p
Couchyn,Cochin,"Point(9.93943 76.2588)",http://www.wikidata.org/entity/Q1800,https://www.atlasofmutualheritage.nl/en/Cochin.322p
Couchin,Cochin,"Point(9.93943 76.2588)",http://www.wikidata.org/entity/Q1800,https://www.atlasofmutualheritage.nl/en/Cochin.322p
Coutchin,Cochin,"Point(9.93943 76.2588)",http://www.wikidata.org/entity/Q1800,https://www.atlasofmutualheritage.nl/en/Cochin.322p
Cotchyn,Cochin,"Point(9.93943 76.2588)",http://www.wikidata.org/entity/Q1800,https://www.atlasofmutualheritage.nl/en/Cochin.322p
Colombo,Colombo,"Point(6.93367 79.8443)",http://www.wikidata.org/entity/Q35381,https://www.atlasofmutualheritage.nl/en/Colombo.323p
Colombo,Colombo,"Point(6.93367 79.8443)",http://www.wikidata.org/entity/Q35381,https://www.atlasofmutualheritage.nl/en/Colombo.323p
Columbo,Colombo,"Point(6.93367 79.8443)",http://www.wikidata.org/entity/Q35381,https://www.atlasofmutualheritage.nl/en/Colombo.323p
Calamba,Colombo,"Point(6.93367 79.8443)",http://www.wikidata.org/entity/Q35381,https://www.atlasofmutualheritage.nl/en/Colombo.323p
Kolombo,Colombo,"Point(6.93367 79.8443)",http://www.wikidata.org/entity/Q35381,https://www.atlasofmutualheritage.nl/en/Colombo.323p
Colombe,Colombo,"Point(6.93367 79.8443)",http://www.wikidata.org/entity/Q35381,https://www.atlasofmutualheritage.nl/en/Colombo.323p
Demak,Demak,"Point(-6.89268 110.64)",http://www.wikidata.org/entity/Q10967180,https://www.atlasofmutualheritage.nl/en/Demak.324p
Damack,Demak,"Point(-6.89268 110.64)",http://www.wikidata.org/entity/Q10967180,https://www.atlasofmutualheritage.nl/en/Demak.324p
Damak,Demak,"Point(-6.89268 110.64)",http://www.wikidata.org/entity/Q10967180,https://www.atlasofmutualheritage.nl/en/Demak.324p
"De Mak",Demak,"Point(-6.89268 110.64)",http://www.wikidata.org/entity/Q10967180,https://www.atlasofmutualheritage.nl/en/Demak.324p
Qualladamacq,Demak,"Point(-6.89268 110.64)",http://www.wikidata.org/entity/Q10967180,https://www.atlasofmutualheritage.nl/en/Demak.324p
"Qualla Damacq",Demak,"Point(-6.89268 110.64)",http://www.wikidata.org/entity/Q10967180,https://www.atlasofmutualheritage.nl/en/Demak.324p
Qalladamacq,Demak,"Point(-6.89268 110.64)",http://www.wikidata.org/entity/Q10967180,https://www.atlasofmutualheritage.nl/en/Demak.324p
"Qualla Damak",Demak,"Point(-6.89268 110.64)",http://www.wikidata.org/entity/Q10967180,https://www.atlasofmutualheritage.nl/en/Demak.324p
Qualladamak,Demak,"Point(-6.89268 110.64)",http://www.wikidata.org/entity/Q10967180,https://www.atlasofmutualheritage.nl/en/Demak.324p
Demak,Demak,"Point(-6.89268 110.64)",http://www.wikidata.org/entity/Q10967180,https://www.atlasofmutualheritage.nl/en/Demak.324p
Galle,Galle,"Point(6.03387 80.2176)",http://www.wikidata.org/entity/Q319366,https://www.atlasofmutualheritage.nl/en/Galle.325p
Gale,Galle,"Point(6.03387 80.2176)",http://www.wikidata.org/entity/Q319366,https://www.atlasofmutualheritage.nl/en/Galle.325p
Galen,Galle,"Point(6.03387 80.2176)",http://www.wikidata.org/entity/Q319366,https://www.atlasofmutualheritage.nl/en/Galle.325p
Gaalen,Galle,"Point(6.03387 80.2176)",http://www.wikidata.org/entity/Q319366,https://www.atlasofmutualheritage.nl/en/Galle.325p
"Punto de Galle",Galle,"Point(6.03387 80.2176)",http://www.wikidata.org/entity/Q319366,https://www.atlasofmutualheritage.nl/en/Galle.325p
"Puncto Galle",Galle,"Point(6.03387 80.2176)",http://www.wikidata.org/entity/Q319366,https://www.atlasofmutualheritage.nl/en/Galle.325p
Gresik,Gresik,"Point(-7.15881 112.646)",http://www.wikidata.org/entity/Q7699747,https://www.atlasofmutualheritage.nl/en/Gresik.326p
Grissee,Gresik,"Point(-7.15881 112.646)",http://www.wikidata.org/entity/Q7699747,https://www.atlasofmutualheritage.nl/en/Gresik.326p
Grisse,Gresik,"Point(-7.15881 112.646)",http://www.wikidata.org/entity/Q7699747,https://www.atlasofmutualheritage.nl/en/Gresik.326p
Grissec,Gresik,"Point(-7.15881 112.646)",http://www.wikidata.org/entity/Q7699747,https://www.atlasofmutualheritage.nl/en/Gresik.326p
Grece,Gresik,"Point(-7.15881 112.646)",http://www.wikidata.org/entity/Q7699747,https://www.atlasofmutualheritage.nl/en/Gresik.326p
Gresik,Gresik,"Point(-7.15881 112.646)",http://www.wikidata.org/entity/Q7699747,https://www.atlasofmutualheritage.nl/en/Gresik.326p
Gressic,Gresik,"Point(-7.15881 112.646)",http://www.wikidata.org/entity/Q7699747,https://www.atlasofmutualheritage.nl/en/Gresik.326p
Jaffna,Jaffna,"Point(9.66828 80.0042)",http://www.wikidata.org/entity/Q215277,https://www.atlasofmutualheritage.nl/en/Jaffna.327p
Jaffnapatnam,Jaffna,"Point(9.66828 80.0042)",http://www.wikidata.org/entity/Q215277,https://www.atlasofmutualheritage.nl/en/Jaffna.327p
Jaffanapatnam,Jaffna,"Point(9.66828 80.0042)",http://www.wikidata.org/entity/Q215277,https://www.atlasofmutualheritage.nl/en/Jaffna.327p
Jaffenapatnam,Jaffna,"Point(9.66828 80.0042)",http://www.wikidata.org/entity/Q215277,https://www.atlasofmutualheritage.nl/en/Jaffna.327p
Jaftenapatnam,Jaffna,"Point(9.66828 80.0042)",http://www.wikidata.org/entity/Q215277,https://www.atlasofmutualheritage.nl/en/Jaffna.327p
Jeftenapatnam,Jaffna,"Point(9.66828 80.0042)",http://www.wikidata.org/entity/Q215277,https://www.atlasofmutualheritage.nl/en/Jaffna.327p
Iaphanapatam,Jaffna,"Point(9.66828 80.0042)",http://www.wikidata.org/entity/Q215277,https://www.atlasofmutualheritage.nl/en/Jaffna.327p
Jafnapatnam,Jaffna,"Point(9.66828 80.0042)",http://www.wikidata.org/entity/Q215277,https://www.atlasofmutualheritage.nl/en/Jaffna.327p
Iaffanapatnam,Jaffna,"Point(9.66828 80.0042)",http://www.wikidata.org/entity/Q215277,https://www.atlasofmutualheritage.nl/en/Jaffna.327p
Jakarta,Jakarta,"Point(-6.13176 106.812)",http://www.wikidata.org/entity/Q3630,https://www.atlasofmutualheritage.nl/en/Jakarta.328p
Batavia,Jakarta,"Point(-6.13176 106.812)",http://www.wikidata.org/entity/Q3630,https://www.atlasofmutualheritage.nl/en/Jakarta.328p
Battavia,Jakarta,"Point(-6.13176 106.812)",http://www.wikidata.org/entity/Q3630,https://www.atlasofmutualheritage.nl/en/Jakarta.328p
Batvia,Jakarta,"Point(-6.13176 106.812)",http://www.wikidata.org/entity/Q3630,https://www.atlasofmutualheritage.nl/en/Jakarta.328p
Jepara,Jepara,"Point(-6.5935 110.668)",http://www.wikidata.org/entity/Q2662601,https://www.atlasofmutualheritage.nl/en/Jepara.329p
Japara,Jepara,"Point(-6.5935 110.668)",http://www.wikidata.org/entity/Q2662601,https://www.atlasofmutualheritage.nl/en/Jepara.329p
Japaren,Jepara,"Point(-6.5935 110.668)",http://www.wikidata.org/entity/Q2662601,https://www.atlasofmutualheritage.nl/en/Jepara.329p
Iapare,Jepara,"Point(-6.5935 110.668)",http://www.wikidata.org/entity/Q2662601,https://www.atlasofmutualheritage.nl/en/Jepara.329p
Jepara,Jepara,"Point(-6.5935 110.668)",http://www.wikidata.org/entity/Q2662601,https://www.atlasofmutualheritage.nl/en/Jepara.329p
Iapara,Jepara,"Point(-6.5935 110.668)",http://www.wikidata.org/entity/Q2662601,https://www.atlasofmutualheritage.nl/en/Jepara.329p
Maros,Maros,"Point(-5.0051 119.572)",http://www.wikidata.org/entity/Q14611,https://www.atlasofmutualheritage.nl/en/Maros.330p
Maros,Maros,"Point(-5.0051 119.572)",http://www.wikidata.org/entity/Q14611,https://www.atlasofmutualheritage.nl/en/Maros.330p
Marous,Maros,"Point(-5.0051 119.572)",http://www.wikidata.org/entity/Q14611,https://www.atlasofmutualheritage.nl/en/Maros.330p
Matara,Matara,"Point(5.9509 80.5365)",http://www.wikidata.org/entity/Q13360574,https://www.atlasofmutualheritage.nl/en/Matara.331p
Mature,Matara,"Point(5.9509 80.5365)",http://www.wikidata.org/entity/Q13360574,https://www.atlasofmutualheritage.nl/en/Matara.331p
Matture,Matara,"Point(5.9509 80.5365)",http://www.wikidata.org/entity/Q13360574,https://www.atlasofmutualheritage.nl/en/Matara.331p
Materen,Matara,"Point(5.9509 80.5365)",http://www.wikidata.org/entity/Q13360574,https://www.atlasofmutualheritage.nl/en/Matara.331p
Maderen,Matara,"Point(5.9509 80.5365)",http://www.wikidata.org/entity/Q13360574,https://www.atlasofmutualheritage.nl/en/Matara.331p
Melaka,Melaka,"Point(2.19673 102.253)",http://www.wikidata.org/entity/Q61089,https://www.atlasofmutualheritage.nl/en/Melaka.332p
Malacca,Melaka,"Point(2.19673 102.253)",http://www.wikidata.org/entity/Q61089,https://www.atlasofmutualheritage.nl/en/Melaka.332p
Mallacca,Melaka,"Point(2.19673 102.253)",http://www.wikidata.org/entity/Q61089,https://www.atlasofmutualheritage.nl/en/Melaka.332p
Malakka,Melaka,"Point(2.19673 102.253)",http://www.wikidata.org/entity/Q61089,https://www.atlasofmutualheritage.nl/en/Melaka.332p
Nagasaki,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
Desima,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
Decima,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
Dicima,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
Nangasacky,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
Nangasackij,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
Nangasakkij,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
Nangasakij,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
Nangazackij,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
Japan,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
Japana,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
Nangasequi,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
Nangesaky,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
