namevariant,preflabel,coords,wikidata,atlasofmutualheritage
Penghu,Peng-Hu,"Point(23.5529 119.548)",,https://www.atlasofmutualheritage.nl/en/Peng-Hu.760p
An-Ping,An-Ping,"Point(22.9961 120.166)",,https://www.atlasofmutualheritage.nl/en/An-Ping.761p
Zeelandia,An-Ping,"Point(22.9961 120.166)",,https://www.atlasofmutualheritage.nl/en/An-Ping.761p
Tayoan,An-Ping,"Point(22.9961 120.166)",,https://www.atlasofmutualheritage.nl/en/An-Ping.761p
Taiouan,An-Ping,"Point(22.9961 120.166)",,https://www.atlasofmutualheritage.nl/en/An-Ping.761p
Baliapal,Baliapal,"Point(21.6514 87.2798)",,https://www.atlasofmutualheritage.nl/en/Baliapal.762p
Pipely,Baliapal,"Point(21.6514 87.2798)",,https://www.atlasofmutualheritage.nl/en/Baliapal.762p
Ballipaal,Baliapal,"Point(21.6514 87.2798)",,https://www.atlasofmutualheritage.nl/en/Baliapal.762p
Baliapal,Baliapal,"Point(21.6514 87.2798)",,https://www.atlasofmutualheritage.nl/en/Baliapal.762p
Pipilipatan,Baliapal,"Point(21.6514 87.2798)",,https://www.atlasofmutualheritage.nl/en/Baliapal.762p
Piepelij,Baliapal,"Point(21.6514 87.2798)",,https://www.atlasofmutualheritage.nl/en/Baliapal.762p
Tokai,Tokai,,,
Abanzee,Abanzee,"Point(5.19421 -1.09547)",,https://www.atlasofmutualheritage.nl/en/Abanzee.764p
Abandzi,Abanzee,"Point(5.19421 -1.09547)",,https://www.atlasofmutualheritage.nl/en/Abanzee.764p
Cormantijn,Abanzee,"Point(5.19421 -1.09547)",,https://www.atlasofmutualheritage.nl/en/Abanzee.764p
Kormantin,Abanzee,"Point(5.19421 -1.09547)",,https://www.atlasofmutualheritage.nl/en/Abanzee.764p
Kormantine,Abanzee,"Point(5.19421 -1.09547)",,https://www.atlasofmutualheritage.nl/en/Abanzee.764p
Cormantin,Abanzee,"Point(5.19421 -1.09547)",,https://www.atlasofmutualheritage.nl/en/Abanzee.764p
Cormentin,Abanzee,"Point(5.19421 -1.09547)",,https://www.atlasofmutualheritage.nl/en/Abanzee.764p
Welgelegen,Welgelegen,,,
Alphen,Alphen,,,
"Malabaar Tengapatnam","Tengapatnam, Malabaar","Point(8.23829 77.1718)",,https://www.atlasofmutualheritage.nl/en/Tengapatnam-Malabaar.767p
"Malabaar Tengapattanam","Tengapatnam, Malabaar","Point(8.23829 77.1718)",,https://www.atlasofmutualheritage.nl/en/Tengapatnam-Malabaar.767p
"Malabaar Tegenepatnam","Tengapatnam, Malabaar","Point(8.23829 77.1718)",,https://www.atlasofmutualheritage.nl/en/Tengapatnam-Malabaar.767p
"Malabaar Tengepatnam","Tengapatnam, Malabaar","Point(8.23829 77.1718)",,https://www.atlasofmutualheritage.nl/en/Tengapatnam-Malabaar.767p
Maroantsetra,Maroantsetra,"Point(-15.4356 49.7397)",http://www.wikidata.org/entity/Q118175,https://www.atlasofmutualheritage.nl/en/Maroantsetra.768p
"baai van Antongil",Maroantsetra,"Point(-15.4356 49.7397)",http://www.wikidata.org/entity/Q118175,https://www.atlasofmutualheritage.nl/en/Maroantsetra.768p
Spakenbourg,Maroantsetra,"Point(-15.4356 49.7397)",http://www.wikidata.org/entity/Q118175,https://www.atlasofmutualheritage.nl/en/Maroantsetra.768p
Spakenburg,Maroantsetra,"Point(-15.4356 49.7397)",http://www.wikidata.org/entity/Q118175,https://www.atlasofmutualheritage.nl/en/Maroantsetra.768p
Kisar,Kisar,"Point(-8.08333 127.2)",http://www.wikidata.org/entity/Q1743695,https://www.atlasofmutualheritage.nl/en/Kisar.769p
Kisser,Kisar,"Point(-8.08333 127.2)",http://www.wikidata.org/entity/Q1743695,https://www.atlasofmutualheritage.nl/en/Kisar.769p
Maccisser,Kisar,"Point(-8.08333 127.2)",http://www.wikidata.org/entity/Q1743695,https://www.atlasofmutualheritage.nl/en/Kisar.769p
Makisser,Kisar,"Point(-8.08333 127.2)",http://www.wikidata.org/entity/Q1743695,https://www.atlasofmutualheritage.nl/en/Kisar.769p
Sermata,Sermata,"Point(-8.21667 128.917)",http://www.wikidata.org/entity/Q14544403,https://www.atlasofmutualheritage.nl/en/Sermata.770p
Sermatte,Sermata,"Point(-8.21667 128.917)",http://www.wikidata.org/entity/Q14544403,https://www.atlasofmutualheritage.nl/en/Sermata.770p
Cerematta,Sermata,"Point(-8.21667 128.917)",http://www.wikidata.org/entity/Q14544403,https://www.atlasofmutualheritage.nl/en/Sermata.770p
Cerematten,Sermata,"Point(-8.21667 128.917)",http://www.wikidata.org/entity/Q14544403,https://www.atlasofmutualheritage.nl/en/Sermata.770p
Vadodara,Vadodara,"Point(22.3123 73.1888)",http://www.wikidata.org/entity/Q11909,https://www.atlasofmutualheritage.nl/en/Vadodara.771p
Vadodara,Vadodara,"Point(22.3123 73.1888)",http://www.wikidata.org/entity/Q11909,https://www.atlasofmutualheritage.nl/en/Vadodara.771p
Baroda,Vadodara,"Point(22.3123 73.1888)",http://www.wikidata.org/entity/Q11909,https://www.atlasofmutualheritage.nl/en/Vadodara.771p
Brodera,Vadodara,"Point(22.3123 73.1888)",http://www.wikidata.org/entity/Q11909,https://www.atlasofmutualheritage.nl/en/Vadodara.771p
Brodra,Vadodara,"Point(22.3123 73.1888)",http://www.wikidata.org/entity/Q11909,https://www.atlasofmutualheritage.nl/en/Vadodara.771p
Burhanpur,Burhanpur,"Point(21.3101 76.2286)",http://www.wikidata.org/entity/Q593193,https://www.atlasofmutualheritage.nl/en/Burhanpur.772p
Burhanpur,Burhanpur,"Point(21.3101 76.2286)",http://www.wikidata.org/entity/Q593193,https://www.atlasofmutualheritage.nl/en/Burhanpur.772p
Boerhanpoer,Burhanpur,"Point(21.3101 76.2286)",http://www.wikidata.org/entity/Q593193,https://www.atlasofmutualheritage.nl/en/Burhanpur.772p
Berampoer,Burhanpur,"Point(21.3101 76.2286)",http://www.wikidata.org/entity/Q593193,https://www.atlasofmutualheritage.nl/en/Burhanpur.772p
Maldah,Maldah,"Point(25.0197 88.1361)",,https://www.atlasofmutualheritage.nl/en/Maldah.773p
Malda,Maldah,"Point(25.0197 88.1361)",,https://www.atlasofmutualheritage.nl/en/Maldah.773p
Mirzapur,Mirzapur,,,
Mirzapore,Mirzapur,,,
Sherpur,Sherpur,"Point(25.0159 90.0165)",http://www.wikidata.org/entity/Q1991885,https://www.atlasofmutualheritage.nl/en/Sherpur.775p
Sherpur,Sherpur,"Point(25.0159 90.0165)",http://www.wikidata.org/entity/Q1991885,https://www.atlasofmutualheritage.nl/en/Sherpur.775p
Ceerpour,Sherpur,"Point(25.0159 90.0165)",http://www.wikidata.org/entity/Q1991885,https://www.atlasofmutualheritage.nl/en/Sherpur.775p
"Ceerpoer Mirts",Sherpur,"Point(25.0159 90.0165)",http://www.wikidata.org/entity/Q1991885,https://www.atlasofmutualheritage.nl/en/Sherpur.775p
Khanakul,Khanakul,,,
Cannacoel,Khanakul,,,
Barahanagar,Barahanagar,"Point(22.641 88.3722)",http://www.wikidata.org/entity/Q712504,https://www.atlasofmutualheritage.nl/en/Barahanagar.777p
Baranagar,Barahanagar,"Point(22.641 88.3722)",http://www.wikidata.org/entity/Q712504,https://www.atlasofmutualheritage.nl/en/Barahanagar.777p
Bernagore,Barahanagar,"Point(22.641 88.3722)",http://www.wikidata.org/entity/Q712504,https://www.atlasofmutualheritage.nl/en/Barahanagar.777p
Barrenger,Barahanagar,"Point(22.641 88.3722)",http://www.wikidata.org/entity/Q712504,https://www.atlasofmutualheritage.nl/en/Barahanagar.777p
Hijili,Hijili,,,
Hijili,Hijili,,,
Vishakapatnam,Vishakapatnam,"Point(17.6928 83.2145)",http://www.wikidata.org/entity/Q200016,https://www.atlasofmutualheritage.nl/en/Vishakapatnam.779p
Vishakhapatnam,Vishakapatnam,"Point(17.6928 83.2145)",http://www.wikidata.org/entity/Q200016,https://www.atlasofmutualheritage.nl/en/Vishakapatnam.779p
Vizagapatam,Vishakapatnam,"Point(17.6928 83.2145)",http://www.wikidata.org/entity/Q200016,https://www.atlasofmutualheritage.nl/en/Vishakapatnam.779p
Golepallem,Golepallem,,,
Golipalem,Golepallem,,,
Shiraz,Shiraz,"Point(29.62 52.5248)",,https://www.atlasofmutualheritage.nl/en/Shiraz.781p
Siras,Shiraz,"Point(29.62 52.5248)",,https://www.atlasofmutualheritage.nl/en/Shiraz.781p
Shiraz,Shiraz,"Point(29.62 52.5248)",,https://www.atlasofmutualheritage.nl/en/Shiraz.781p
Sjiraas,Shiraz,"Point(29.62 52.5248)",,https://www.atlasofmutualheritage.nl/en/Shiraz.781p
Chiraas,Shiraz,"Point(29.62 52.5248)",,https://www.atlasofmutualheritage.nl/en/Shiraz.781p
Nagulvancha,Nagulvancha,,,
Nagelwanse,Nagulvancha,,,
Narasapur,Narasapur,"Point(16.4342 81.6957)",http://www.wikidata.org/entity/Q379516,https://www.atlasofmutualheritage.nl/en/Narasapur.783p
Narasapur,Narasapur,"Point(16.4342 81.6957)",http://www.wikidata.org/entity/Q379516,https://www.atlasofmutualheritage.nl/en/Narasapur.783p
Narsapour,Narasapur,"Point(16.4342 81.6957)",http://www.wikidata.org/entity/Q379516,https://www.atlasofmutualheritage.nl/en/Narasapur.783p
Nizampatnam,Nizampatnam,"Point(15.9036 80.6668)",http://www.wikidata.org/entity/Q988685,https://www.atlasofmutualheritage.nl/en/Nizampatnam.784p
Petapoli,Nizampatnam,"Point(15.9036 80.6668)",http://www.wikidata.org/entity/Q988685,https://www.atlasofmutualheritage.nl/en/Nizampatnam.784p
Nizampatnam,Nizampatnam,"Point(15.9036 80.6668)",http://www.wikidata.org/entity/Q988685,https://www.atlasofmutualheritage.nl/en/Nizampatnam.784p
Peettapoely,Nizampatnam,"Point(15.9036 80.6668)",http://www.wikidata.org/entity/Q988685,https://www.atlasofmutualheritage.nl/en/Nizampatnam.784p
Irakam,Irakam,,,
"St. Thomas","St. Thomas","Point(13.0027 80.1928)",,https://www.atlasofmutualheritage.nl/en/St.-Thomas.786p
"St. Thome","St. Thomas","Point(13.0027 80.1928)",,https://www.atlasofmutualheritage.nl/en/St.-Thomas.786p
"San Thome","St. Thomas","Point(13.0027 80.1928)",,https://www.atlasofmutualheritage.nl/en/St.-Thomas.786p
Meliapour,"St. Thomas","Point(13.0027 80.1928)",,https://www.atlasofmutualheritage.nl/en/St.-Thomas.786p
Covelong,Covelong,"Point(12.7872 80.2501)",http://www.wikidata.org/entity/Q4991956,https://www.atlasofmutualheritage.nl/en/Covelong.787p
Covelong,Covelong,"Point(12.7872 80.2501)",http://www.wikidata.org/entity/Q4991956,https://www.atlasofmutualheritage.nl/en/Covelong.787p
Thiruppapuliyur,Thiruppapuliyur,,,
Tirepoplier,Thiruppapuliyur,,,
Tirupapaliyur,Thiruppapuliyur,,,
Tirumullaivasal,Tirumullaivasal,,,
Tirumullaivaisal,Tirumullaivasal,,,
Nagore,Nagore,"Point(10.8173 79.8408)",http://www.wikidata.org/entity/Q1963604,https://www.atlasofmutualheritage.nl/en/Nagore.790p
Nagore,Nagore,"Point(10.8173 79.8408)",http://www.wikidata.org/entity/Q1963604,https://www.atlasofmutualheritage.nl/en/Nagore.790p
Kayalpatnam,Kayalpatnam,"Point(8.56439 78.1251)",http://www.wikidata.org/entity/Q603704,https://www.atlasofmutualheritage.nl/en/Kayalpatnam.791p
Cailpatnam,Kayalpatnam,"Point(8.56439 78.1251)",http://www.wikidata.org/entity/Q603704,https://www.atlasofmutualheritage.nl/en/Kayalpatnam.791p
Kalipatnam,Kayalpatnam,"Point(8.56439 78.1251)",http://www.wikidata.org/entity/Q603704,https://www.atlasofmutualheritage.nl/en/Kayalpatnam.791p
Cijllepatan,Kayalpatnam,"Point(8.56439 78.1251)",http://www.wikidata.org/entity/Q603704,https://www.atlasofmutualheritage.nl/en/Kayalpatnam.791p
"Cayl Patnam",Kayalpatnam,"Point(8.56439 78.1251)",http://www.wikidata.org/entity/Q603704,https://www.atlasofmutualheritage.nl/en/Kayalpatnam.791p
Keylepatnam,Kayalpatnam,"Point(8.56439 78.1251)",http://www.wikidata.org/entity/Q603704,https://www.atlasofmutualheritage.nl/en/Kayalpatnam.791p
Vembar,Vembar,,,
Bempaar,Vembar,,,
Benbarra,Vembar,,,
Bempiaer,Vembar,,,
Baipar,Baipar,,,
Baijpaar,Baipar,,,
Vypar,Baipar,,,
Vambar,Baipar,,,
"Baay Paar",Baipar,,,
"Baij Pare",Baipar,,,
Appuratota,Appuratota,,,
Apretotte,Appuratota,,,
Panama,Panama,"Point(6.7594 81.808)",,https://www.atlasofmutualheritage.nl/en/Panama.795p
Panama,Panama,"Point(6.7594 81.808)",,https://www.atlasofmutualheritage.nl/en/Panama.795p
Panoua,Panama,"Point(6.7594 81.808)",,https://www.atlasofmutualheritage.nl/en/Panama.795p
Pamene,Panama,"Point(6.7594 81.808)",,https://www.atlasofmutualheritage.nl/en/Panama.795p
Mandagetto,Mandagetto,,,
Yala,Yala,"Point(6.36667 81.5)",,https://www.atlasofmutualheritage.nl/en/Yala.797p
Jaleput,Yala,"Point(6.36667 81.5)",,https://www.atlasofmutualheritage.nl/en/Yala.797p
Jala,Yala,"Point(6.36667 81.5)",,https://www.atlasofmutualheritage.nl/en/Yala.797p
Jale,Yala,"Point(6.36667 81.5)",,https://www.atlasofmutualheritage.nl/en/Yala.797p
Mahagama,Mahagama,,,
Magame,Mahagama,,,
Magama,Mahagama,,,
Walawe,Walawe,,,
Waluwe,Walawe,,,
Drakenstein,Drakenstein,,,
"Groot Drakenstein",Drakenstein,,,
Unawatuna,Unawatuna,,,
Unawatuna,Unawatuna,,,
Oenewatte,Unawatuna,,,
Panadura,Panadura,"Point(6.71337 79.9065)",http://www.wikidata.org/entity/Q7129771,https://www.atlasofmutualheritage.nl/en/Panadura.802p
Panadura,Panadura,"Point(6.71337 79.9065)",http://www.wikidata.org/entity/Q7129771,https://www.atlasofmutualheritage.nl/en/Panadura.802p
Paneture,Panadura,"Point(6.71337 79.9065)",http://www.wikidata.org/entity/Q7129771,https://www.atlasofmutualheritage.nl/en/Panadura.802p
Marawila,Marawila,,,
Marawila,Marawila,,,
Marabel,Marawila,,,
Kondaichchi,Kondaichchi,,,
Kondaichi,Kondaichchi,,,
Nanaddan,Nanaddan,,,
Nanatan,Nanaddan,,,
Nanaddan,Nanaddan,,,
Vypin,Vypin,,,
Vypin,Vypin,,,
Baipin,Vypin,,,
Waipin,Vypin,,,
Vaipin,Vypin,,,
Edappalli,Edappalli,,,
Edappalli,Edappalli,,,
Repolim,Edappalli,,,
Paru,Paru,"Point(8.81095 76.6686)",,https://www.atlasofmutualheritage.nl/en/Paru.808p
Paroe,Paru,"Point(8.81095 76.6686)",,https://www.atlasofmutualheritage.nl/en/Paru.808p
Paravur,Paru,"Point(8.81095 76.6686)",,https://www.atlasofmutualheritage.nl/en/Paru.808p
Achchuveli,Achchuveli,,,
Achiavelli,Achchuveli,,,
Atchoewelij,Achchuveli,,,
Atchowelie,Achchuveli,,,
Chankanai,Chankanai,"Point(9.75 79.9833)",http://www.wikidata.org/entity/Q5072198,https://www.atlasofmutualheritage.nl/en/Chankanai.810p
Changane,Chankanai,"Point(9.75 79.9833)",http://www.wikidata.org/entity/Q5072198,https://www.atlasofmutualheritage.nl/en/Chankanai.810p
Chiangane,Chankanai,"Point(9.75 79.9833)",http://www.wikidata.org/entity/Q5072198,https://www.atlasofmutualheritage.nl/en/Chankanai.810p
Chavakachcheri,Chavakachcheri,"Point(9.65965 80.1626)",http://www.wikidata.org/entity/Q1068504,https://www.atlasofmutualheritage.nl/en/Chavakachcheri.811p
Chiavagacherij,Chavakachcheri,"Point(9.65965 80.1626)",http://www.wikidata.org/entity/Q1068504,https://www.atlasofmutualheritage.nl/en/Chavakachcheri.811p
Chavagatzeri,Chavakachcheri,"Point(9.65965 80.1626)",http://www.wikidata.org/entity/Q1068504,https://www.atlasofmutualheritage.nl/en/Chavakachcheri.811p
Chawagacheri,Chavakachcheri,"Point(9.65965 80.1626)",http://www.wikidata.org/entity/Q1068504,https://www.atlasofmutualheritage.nl/en/Chavakachcheri.811p
Chundikkulam,Chundikkulam,"Point(9.45 80.5833)",http://www.wikidata.org/entity/Q4518081,https://www.atlasofmutualheritage.nl/en/Chundikkulam.812p
Sundecouli,Chundikkulam,"Point(9.45 80.5833)",http://www.wikidata.org/entity/Q4518081,https://www.atlasofmutualheritage.nl/en/Chundikkulam.812p
Chundikuli,Chundikkulam,"Point(9.45 80.5833)",http://www.wikidata.org/entity/Q4518081,https://www.atlasofmutualheritage.nl/en/Chundikkulam.812p
Choendikoellie,Chundikkulam,"Point(9.45 80.5833)",http://www.wikidata.org/entity/Q4518081,https://www.atlasofmutualheritage.nl/en/Chundikkulam.812p
"Elephant Pass","Elephant Pass","Point(9.5257 80.4051)",http://www.wikidata.org/entity/Q12974058,https://www.atlasofmutualheritage.nl/en/Elephant-Pass.813p
"Elephant Pass","Elephant Pass","Point(9.5257 80.4051)",http://www.wikidata.org/entity/Q12974058,https://www.atlasofmutualheritage.nl/en/Elephant-Pass.813p
Eluthumadduval,Eluthumadduval,,,
"Ilondi Matual",Eluthumadduval,,,
Eloedoematoewaal,Eluthumadduval,,,
Elloedoematoaal,Eluthumadduval,,,
"Illondi Matual",Eluthumadduval,,,
Kachchai,Kachchai,,,
Catchiaij,Kachchai,,,
Cathay,Kachchai,,,
Catchaij,Kachchai,,,
Kattaiveli,Kattaiveli,,,
Catavelli,Kattaiveli,,,
Kattewelie,Kattaiveli,,,
Kopay,Kopay,,,
Kopay,Kopay,,,
Copaij,Kopay,,,
Copaay,Kopay,,,
Mallakam,Mallakam,,,
Mallakam,Mallakam,,,
Mallagam,Mallakam,,,
Malagam,Mallakam,,,
Manipay,Manipay,,,
"Manipay (Sri Lanka)",Manipay,,,
"Manipaij (Sri Lanka)",Manipay,,,
Mukamalai,Mukamalai,,,
Mogommate,Mukamalai,,,
Mogomale,Mukamalai,,,
Myleddi,Myleddi,,,
Mayletti,Myleddi,,,
Maijletie,Myleddi,,,
Navatkuli,Navatkuli,,,
Navacouli,Navatkuli,,,
Nawakoelie,Navatkuli,,,
Pulopallai,Pulopallai,,,
Poelepolay,Pulopallai,,,
Putur,Putur,,,
Poutour,Putur,,,
Poetoer,Putur,,,
Tampakamam,Tampakamam,,,
Tambamme,Tampakamam,,,
Tambagamo,Tampakamam,,,
Tellippalai,Tellippalai,,,
Telipole,Tellippalai,,,
Tellipalle,Tellippalai,,,
Udupiddi,Udupiddi,,,
Ureputti,Udupiddi,,,
Urepittie,Udupiddi,,,
Uduvil,Uduvil,,,
Oudewil,Uduvil,,,
Oedewiel,Uduvil,,,
Oedoewiel,Uduvil,,,
Vaddukoddai,Vaddukoddai,,,
Battecotte,Vaddukoddai,,,
Batecotte,Vaddukoddai,,,
Vannarponai,Vannarponai,,,
Vanarpone,Vannarponai,,,
Wannaarponne,Vannarponai,,,
Wanarpone,Vannarponai,,,
Varani,Varani,,,
Waranni,Varani,,,
Waranij,Varani,,,
Analaitivu,Analaitivu,"Point(9.67065 79.7763)",http://www.wikidata.org/entity/Q3523988,https://www.atlasofmutualheritage.nl/en/Analaitivu.832p
Analaitivu,Analaitivu,"Point(9.67065 79.7763)",http://www.wikidata.org/entity/Q3523988,https://www.atlasofmutualheritage.nl/en/Analaitivu.832p
"eiland Rotterdam",Analaitivu,"Point(9.67065 79.7763)",http://www.wikidata.org/entity/Q3523988,https://www.atlasofmutualheritage.nl/en/Analaitivu.832p
Donneclara,Analaitivu,"Point(9.67065 79.7763)",http://www.wikidata.org/entity/Q3523988,https://www.atlasofmutualheritage.nl/en/Analaitivu.832p
Annelletivo,Analaitivu,"Point(9.67065 79.7763)",http://www.wikidata.org/entity/Q3523988,https://www.atlasofmutualheritage.nl/en/Analaitivu.832p
Analadiva,Analaitivu,"Point(9.67065 79.7763)",http://www.wikidata.org/entity/Q3523988,https://www.atlasofmutualheritage.nl/en/Analaitivu.832p
Chinco,Chinco,"Point(-1.35331 100.56)",,https://www.atlasofmutualheritage.nl/en/Chinco.833p
"Poulo Chinco",Chinco,"Point(-1.35331 100.56)",,https://www.atlasofmutualheritage.nl/en/Chinco.833p
"Poulo Chinko",Chinco,"Point(-1.35331 100.56)",,https://www.atlasofmutualheritage.nl/en/Chinco.833p
"Poeloe Tjinko",Chinco,"Point(-1.35331 100.56)",,https://www.atlasofmutualheritage.nl/en/Chinco.833p
"Pulu Tjinkuk",Chinco,"Point(-1.35331 100.56)",,https://www.atlasofmutualheritage.nl/en/Chinco.833p
Cingkuk,Chinco,"Point(-1.35331 100.56)",,https://www.atlasofmutualheritage.nl/en/Chinco.833p
Bungku,Bungku,"Point(-2.54482 121.972)",http://www.wikidata.org/entity/Q4196210,https://www.atlasofmutualheritage.nl/en/Bungku.834p
Tambocco,Bungku,"Point(-2.54482 121.972)",http://www.wikidata.org/entity/Q4196210,https://www.atlasofmutualheritage.nl/en/Bungku.834p
Tamboekoe,Bungku,"Point(-2.54482 121.972)",http://www.wikidata.org/entity/Q4196210,https://www.atlasofmutualheritage.nl/en/Bungku.834p
Toboengkoe,Bungku,"Point(-2.54482 121.972)",http://www.wikidata.org/entity/Q4196210,https://www.atlasofmutualheritage.nl/en/Bungku.834p
Tamboeko,Bungku,"Point(-2.54482 121.972)",http://www.wikidata.org/entity/Q4196210,https://www.atlasofmutualheritage.nl/en/Bungku.834p
Paradeys,Paradeys,,,
Paradijs,Paradeys,,,
Witteboomen,Witteboomen,,,
"Witte Boomen",Witteboomen,,,
Witteboom,Witteboomen,,,
Abuga,Abuga,,,
Malpa,Malpa,,,
Visserhoek,Visserhoek,,,
Vissershoek,Visserhoek,,,
Vissershok,Visserhoek,,,
"Ash Shihr","Ash Shihr","Point(14.7632 49.6064)",http://www.wikidata.org/entity/Q286843,https://www.atlasofmutualheritage.nl/en/Ash-Shihr.840p
Shihr,"Ash Shihr","Point(14.7632 49.6064)",http://www.wikidata.org/entity/Q286843,https://www.atlasofmutualheritage.nl/en/Ash-Shihr.840p
Shihir,"Ash Shihr","Point(14.7632 49.6064)",http://www.wikidata.org/entity/Q286843,https://www.atlasofmutualheritage.nl/en/Ash-Shihr.840p
Cihiri,"Ash Shihr","Point(14.7632 49.6064)",http://www.wikidata.org/entity/Q286843,https://www.atlasofmutualheritage.nl/en/Ash-Shihr.840p
Sihiri,"Ash Shihr","Point(14.7632 49.6064)",http://www.wikidata.org/entity/Q286843,https://www.atlasofmutualheritage.nl/en/Ash-Shihr.840p
Chihiry,"Ash Shihr","Point(14.7632 49.6064)",http://www.wikidata.org/entity/Q286843,https://www.atlasofmutualheritage.nl/en/Ash-Shihr.840p
Bahrein,Bahrein,,,
Barin,Bahrein,,,
Matuaal,Matuaal,"Point(6.96575 79.8674)",,https://www.atlasofmutualheritage.nl/en/Matuaal.842p
Matueel,Matuaal,"Point(6.96575 79.8674)",,https://www.atlasofmutualheritage.nl/en/Matuaal.842p
Mutwal,Matuaal,"Point(6.96575 79.8674)",,https://www.atlasofmutualheritage.nl/en/Matuaal.842p
Mutwalla,Matuaal,"Point(6.96575 79.8674)",,https://www.atlasofmutualheritage.nl/en/Matuaal.842p
Silalauw,Silalauw,"Point(-3.64796 128.766)",,https://www.atlasofmutualheritage.nl/en/Silalauw.843p
Chila,Silalauw,"Point(-3.64796 128.766)",,https://www.atlasofmutualheritage.nl/en/Silalauw.843p
Sila,Silalauw,"Point(-3.64796 128.766)",,https://www.atlasofmutualheritage.nl/en/Silalauw.843p
Daljosaphat,Daljosaphat,,,
Boshof,Boshof,,,
Newland,Newland,,,
Nieuwland,Newland,,,
Saccam,Saccam,"Point(22.9956 120.202)",,https://www.atlasofmutualheritage.nl/en/Saccam.847p
Siccam,Saccam,"Point(22.9956 120.202)",,https://www.atlasofmutualheritage.nl/en/Saccam.847p
Tainan,Saccam,"Point(22.9956 120.202)",,https://www.atlasofmutualheritage.nl/en/Saccam.847p
Castella,Castella,,,
Castelle,Castella,,,
Castello,Castella,,,
Pagodinho,Pagodinho,,,
Pagodinha,Pagodinho,,,
Trikunnappuzha,Pagodinho,,,
Nannoe,Nannoe,,,
Lumajang,Lumajang,"Point(-8.13235 113.222)",http://www.wikidata.org/entity/Q12517586,https://www.atlasofmutualheritage.nl/en/Lumajang.851p
